,amenity,name,point,Closest_Sectors
821,restaurant,Manny's Waffle,POINT (77.0502404 28.4620388),"[('Sector 12', (28.464066, 77.0259664)), ('Sector 13', (28.4745997, 77.036719)), ('Sector 14', (28.473784, 77.0471827)), ('Sector 16', (28.4687344, 77.0511794)), ('Sector 30', (28.4616245, 77.0566819)), ('Sector 31', (28.4540044, 77.0497179)), ('Sector 32', (28.4458035, 77.0413169)), ('Sector 39', (28.4423675, 77.0504724)), ('Sector 40', (28.4500427, 77.0577093)), ('Sector 41', (28.4569188, 77.0646046)), ('Sector 45', (28.4449004, 77.0663545)), ('Sector 17A', (28.4782746802606, 77.05779005474827))]"
822,restaurant,Long Finish,POINT (77.0497928 28.462018),"[('Sector 12', (28.464066, 77.0259664)), ('Sector 13', (28.4745997, 77.036719)), ('Sector 14', (28.473784, 77.0471827)), ('Sector 16', (28.4687344, 77.0511794)), ('Sector 30', (28.4616245, 77.0566819)), ('Sector 31', (28.4540044, 77.0497179)), ('Sector 32', (28.4458035, 77.0413169)), ('Sector 39', (28.4423675, 77.0504724)), ('Sector 40', (28.4500427, 77.0577093)), ('Sector 41', (28.4569188, 77.0646046)), ('Sector 45', (28.4449004, 77.0663545)), ('Sector 17A', (28.4782746802606, 77.05779005474827))]"
823,restaurant,Boju's,POINT (77.0502074 28.4620161),"[('Sector 12', (28.464066, 77.0259664)), ('Sector 13', (28.4745997, 77.036719)), ('Sector 14', (28.473784, 77.0471827)), ('Sector 16', (28.4687344, 77.0511794)), ('Sector 30', (28.4616245, 77.0566819)), ('Sector 31', (28.4540044, 77.0497179)), ('Sector 32', (28.4458035, 77.0413169)), ('Sector 39', (28.4423675, 77.0504724)), ('Sector 40', (28.4500427, 77.0577093)), ('Sector 41', (28.4569188, 77.0646046)), ('Sector 45', (28.4449004, 77.0663545)), ('Sector 17A', (28.4782746802606, 77.05779005474827))]"
824,bank,ICICI Bank,POINT (77.0552358 28.4133091),"[('Sector 47', (28.4251572, 77.0475128)), ('Sector 48', (28.4104903, 77.0394627)), ('Sector 49', (28.4128851, 77.0498362)), ('Sector 50', (28.4166536, 77.0611745)), ('Sector 51', (28.4287011, 77.0666877)), ('Sector 65', (28.4030162, 77.0695893)), ('Sector 66', (28.3974292, 77.0538823))]"
825,bank,HDFC bank,POINT (77.0552529 28.4130415),"[('Sector 47', (28.4251572, 77.0475128)), ('Sector 48', (28.4104903, 77.0394627)), ('Sector 49', (28.4128851, 77.0498362)), ('Sector 50', (28.4166536, 77.0611745)), ('Sector 51', (28.4287011, 77.0666877)), ('Sector 65', (28.4030162, 77.0695893)), ('Sector 66', (28.3974292, 77.0538823))]"
826,atm,HDFC atm,POINT (77.0552487 28.4130678),"[('Sector 47', (28.4251572, 77.0475128)), ('Sector 48', (28.4104903, 77.0394627)), ('Sector 49', (28.4128851, 77.0498362)), ('Sector 50', (28.4166536, 77.0611745)), ('Sector 51', (28.4287011, 77.0666877)), ('Sector 65', (28.4030162, 77.0695893)), ('Sector 66', (28.3974292, 77.0538823))]"
827,bank,SBI Bank,POINT (77.0554298 28.412674),"[('Sector 47', (28.4251572, 77.0475128)), ('Sector 48', (28.4104903, 77.0394627)), ('Sector 49', (28.4128851, 77.0498362)), ('Sector 50', (28.4166536, 77.0611745)), ('Sector 51', (28.4287011, 77.0666877)), ('Sector 65', (28.4030162, 77.0695893)), ('Sector 66', (28.3974292, 77.0538823))]"
828,bank,IDFC bank,POINT (77.0552296 28.413235),"[('Sector 47', (28.4251572, 77.0475128)), ('Sector 48', (28.4104903, 77.0394627)), ('Sector 49', (28.4128851, 77.0498362)), ('Sector 50', (28.4166536, 77.0611745)), ('Sector 51', (28.4287011, 77.0666877)), ('Sector 65', (28.4030162, 77.0695893)), ('Sector 66', (28.3974292, 77.0538823))]"
829,atm,SBI ATM,POINT (77.0553589 28.4127054),"[('Sector 47', (28.4251572, 77.0475128)), ('Sector 48', (28.4104903, 77.0394627)), ('Sector 49', (28.4128851, 77.0498362)), ('Sector 50', (28.4166536, 77.0611745)), ('Sector 51', (28.4287011, 77.0666877)), ('Sector 65', (28.4030162, 77.0695893)), ('Sector 66', (28.3974292, 77.0538823))]"
830,atm,Yes Bank ATM,POINT (77.0552363 28.4128435),"[('Sector 47', (28.4251572, 77.0475128)), ('Sector 48', (28.4104903, 77.0394627)), ('Sector 49', (28.4128851, 77.0498362)), ('Sector 50', (28.4166536, 77.0611745)), ('Sector 51', (28.4287011, 77.0666877)), ('Sector 65', (28.4030162, 77.0695893)), ('Sector 66', (28.3974292, 77.0538823))]"
831,bank,Axis bank,POINT (77.0552499 28.4133871),"[('Sector 47', (28.4251572, 77.0475128)), ('Sector 48', (28.4104903, 77.0394627)), ('Sector 49', (28.4128851, 77.0498362)), ('Sector 50', (28.4166536, 77.0611745)), ('Sector 51', (28.4287011, 77.0666877)), ('Sector 65', (28.4030162, 77.0695893)), ('Sector 66', (28.3974292, 77.0538823))]"
832,bank,Kotak mahendra bank,POINT (77.0552506 28.4134421),"[('Sector 47', (28.4251572, 77.0475128)), ('Sector 48', (28.4104903, 77.0394627)), ('Sector 49', (28.4128851, 77.0498362)), ('Sector 50', (28.4166536, 77.0611745)), ('Sector 51', (28.4287011, 77.0666877)), ('Sector 65', (28.4030162, 77.0695893)), ('Sector 66', (28.3974292, 77.0538823))]"
833,fuel,HP,POINT (77.0672026 28.3047341),[]
834,fuel,Indian Oil,POINT (77.0671158 28.2976748),[]
835,fuel,HP,POINT (77.0676278 28.2619501),[]
836,fuel,Indian Oil,POINT (77.0666483 28.264981),[]
837,fuel,Indian Oil,POINT (77.0549446 28.466452),"[('Sector 13', (28.4745997, 77.036719)), ('Sector 14', (28.473784, 77.0471827)), ('Sector 16', (28.4687344, 77.0511794)), ('Sector 30', (28.4616245, 77.0566819)), ('Sector 31', (28.4540044, 77.0497179)), ('Sector 40', (28.4500427, 77.0577093)), ('Sector 41', (28.4569188, 77.0646046)), ('Sector 17A', (28.4782746802606, 77.05779005474827))]"
838,restaurant,Pandit Ji ka Dhaba,POINT (77.0678795 28.4245502),"[('Sector 45', (28.4449004, 77.0663545)), ('Sector 46', (28.4359133, 77.0584045)), ('Sector 47', (28.4251572, 77.0475128)), ('Sector 49', (28.4128851, 77.0498362)), ('Sector 50', (28.4166536, 77.0611745)), ('Sector 51', (28.4287011, 77.0666877)), ('Sector 52', (28.4368166, 77.0795276)), ('Sector 57', (28.4232478, 77.0804487)), ('Sector 62', (28.407697, 77.0823781)), ('Sector 65', (28.4030162, 77.0695893))]"
839,clinic,360 Wellness Clinic,POINT (77.0677093 28.4369455),"[('Sector 39', (28.4423675, 77.0504724)), ('Sector 40', (28.4500427, 77.0577093)), ('Sector 41', (28.4569188, 77.0646046)), ('Sector 45', (28.4449004, 77.0663545)), ('Sector 46', (28.4359133, 77.0584045)), ('Sector 47', (28.4251572, 77.0475128)), ('Sector 50', (28.4166536, 77.0611745)), ('Sector 51', (28.4287011, 77.0666877)), ('Sector 52', (28.4368166, 77.0795276)), ('Sector 57', (28.4232478, 77.0804487))]"
840,bank,HDFC Bank,POINT (77.1021336 28.4399379),"[('Sector 42', (28.4558973, 77.1084759)), ('Sector 43', (28.4548735, 77.0858864)), ('Sector 52', (28.4368166, 77.0795276)), ('Sector 53', (28.4415191, 77.096805)), ('Sector 54', (28.441611, 77.1118718)), ('Sector 55', (28.4274166, 77.1097538)), ('Sector 56', (28.4253232, 77.0985157))]"
841,clinic,Sayaa Med Multi Speciality Health Care Center,POINT (77.0955435 28.4535709),"[('Sector 27', (28.4646566, 77.0839505)), ('Sector 42', (28.4558973, 77.1084759)), ('Sector 43', (28.4548735, 77.0858864)), ('Sector 52', (28.4368166, 77.0795276)), ('Sector 53', (28.4415191, 77.096805)), ('Sector 54', (28.441611, 77.1118718))]"
842,fast_food,Shivam Juice and Shakes,POINT (77.0678128 28.4246202),"[('Sector 45', (28.4449004, 77.0663545)), ('Sector 46', (28.4359133, 77.0584045)), ('Sector 47', (28.4251572, 77.0475128)), ('Sector 49', (28.4128851, 77.0498362)), ('Sector 50', (28.4166536, 77.0611745)), ('Sector 51', (28.4287011, 77.0666877)), ('Sector 52', (28.4368166, 77.0795276)), ('Sector 57', (28.4232478, 77.0804487)), ('Sector 62', (28.407697, 77.0823781)), ('Sector 65', (28.4030162, 77.0695893))]"
843,parking,,POINT (77.0359833 28.4168691),"[('Sector 47', (28.4251572, 77.0475128)), ('Sector 48', (28.4104903, 77.0394627)), ('Sector 49', (28.4128851, 77.0498362)), ('Sector 50', (28.4166536, 77.0611745)), ('Sector 69', (28.3960701, 77.0372311)), ('Sector 71', (28.4064564, 77.0233125)), ('Sector 72', (28.4159257, 77.0290772)), ('Sector 72A', (28.4233234, 77.0187775))]"
844,parking,,POINT (77.037551 28.4161248),"[('Sector 47', (28.4251572, 77.0475128)), ('Sector 48', (28.4104903, 77.0394627)), ('Sector 49', (28.4128851, 77.0498362)), ('Sector 50', (28.4166536, 77.0611745)), ('Sector 69', (28.3960701, 77.0372311)), ('Sector 71', (28.4064564, 77.0233125)), ('Sector 72', (28.4159257, 77.0290772)), ('Sector 72A', (28.4233234, 77.0187775))]"
845,parking,,POINT (77.0386434 28.4164657),"[('Sector 47', (28.4251572, 77.0475128)), ('Sector 48', (28.4104903, 77.0394627)), ('Sector 49', (28.4128851, 77.0498362)), ('Sector 50', (28.4166536, 77.0611745)), ('Sector 69', (28.3960701, 77.0372311)), ('Sector 71', (28.4064564, 77.0233125)), ('Sector 72', (28.4159257, 77.0290772)), ('Sector 72A', (28.4233234, 77.0187775))]"
846,hospital,Jain Hospital,POINT (77.058622 28.4284279),"[('Sector 39', (28.4423675, 77.0504724)), ('Sector 40', (28.4500427, 77.0577093)), ('Sector 45', (28.4449004, 77.0663545)), ('Sector 46', (28.4359133, 77.0584045)), ('Sector 47', (28.4251572, 77.0475128)), ('Sector 49', (28.4128851, 77.0498362)), ('Sector 50', (28.4166536, 77.0611745)), ('Sector 51', (28.4287011, 77.0666877)), ('Sector 52', (28.4368166, 77.0795276)), ('Sector 57', (28.4232478, 77.0804487))]"
847,cafe,Kaffee Stories,POINT (77.0620616 28.4310172),"[('Sector 39', (28.4423675, 77.0504724)), ('Sector 40', (28.4500427, 77.0577093)), ('Sector 45', (28.4449004, 77.0663545)), ('Sector 46', (28.4359133, 77.0584045)), ('Sector 47', (28.4251572, 77.0475128)), ('Sector 49', (28.4128851, 77.0498362)), ('Sector 50', (28.4166536, 77.0611745)), ('Sector 51', (28.4287011, 77.0666877)), ('Sector 52', (28.4368166, 77.0795276)), ('Sector 57', (28.4232478, 77.0804487))]"
848,fuel,Nayara,POINT (77.0753233 28.4221377),"[('Sector 46', (28.4359133, 77.0584045)), ('Sector 50', (28.4166536, 77.0611745)), ('Sector 51', (28.4287011, 77.0666877)), ('Sector 52', (28.4368166, 77.0795276)), ('Sector 56', (28.4253232, 77.0985157)), ('Sector 57', (28.4232478, 77.0804487)), ('Sector 61', (28.4110188, 77.0963685)), ('Sector 62', (28.407697, 77.0823781)), ('Sector 65', (28.4030162, 77.0695893))]"
849,atm,,POINT (77.048653 28.4118993),"[('Sector 47', (28.4251572, 77.0475128)), ('Sector 48', (28.4104903, 77.0394627)), ('Sector 49', (28.4128851, 77.0498362)), ('Sector 50', (28.4166536, 77.0611745)), ('Sector 65', (28.4030162, 77.0695893)), ('Sector 66', (28.3974292, 77.0538823)), ('Sector 69', (28.3960701, 77.0372311)), ('Sector 72', (28.4159257, 77.0290772))]"
850,fast_food,Cream Bell,POINT (77.0402237 28.4397355),"[('Sector 11', (28.4522331, 77.0267159)), ('Sector 31', (28.4540044, 77.0497179)), ('Sector 32', (28.4458035, 77.0413169)), ('Sector 33', (28.4384785, 77.0251655)), ('Sector 39', (28.4423675, 77.0504724)), ('Sector 40', (28.4500427, 77.0577093)), ('Sector 46', (28.4359133, 77.0584045)), ('Sector 47', (28.4251572, 77.0475128))]"
851,fast_food,Vaango!,POINT (77.0402384 28.439642),"[('Sector 11', (28.4522331, 77.0267159)), ('Sector 31', (28.4540044, 77.0497179)), ('Sector 32', (28.4458035, 77.0413169)), ('Sector 33', (28.4384785, 77.0251655)), ('Sector 39', (28.4423675, 77.0504724)), ('Sector 40', (28.4500427, 77.0577093)), ('Sector 46', (28.4359133, 77.0584045)), ('Sector 47', (28.4251572, 77.0475128))]"
852,cafe,Costa,POINT (77.0402096 28.4397212),"[('Sector 11', (28.4522331, 77.0267159)), ('Sector 31', (28.4540044, 77.0497179)), ('Sector 32', (28.4458035, 77.0413169)), ('Sector 33', (28.4384785, 77.0251655)), ('Sector 39', (28.4423675, 77.0504724)), ('Sector 40', (28.4500427, 77.0577093)), ('Sector 46', (28.4359133, 77.0584045)), ('Sector 47', (28.4251572, 77.0475128))]"
853,restaurant,Pizza Hut,POINT (77.0401796 28.4396905),"[('Sector 11', (28.4522331, 77.0267159)), ('Sector 31', (28.4540044, 77.0497179)), ('Sector 32', (28.4458035, 77.0413169)), ('Sector 33', (28.4384785, 77.0251655)), ('Sector 39', (28.4423675, 77.0504724)), ('Sector 40', (28.4500427, 77.0577093)), ('Sector 46', (28.4359133, 77.0584045)), ('Sector 47', (28.4251572, 77.0475128))]"
854,fast_food,KFC,POINT (77.0401836 28.4396641),"[('Sector 11', (28.4522331, 77.0267159)), ('Sector 31', (28.4540044, 77.0497179)), ('Sector 32', (28.4458035, 77.0413169)), ('Sector 33', (28.4384785, 77.0251655)), ('Sector 39', (28.4423675, 77.0504724)), ('Sector 40', (28.4500427, 77.0577093)), ('Sector 46', (28.4359133, 77.0584045)), ('Sector 47', (28.4251572, 77.0475128))]"
855,fast_food,Joops,POINT (77.0401938 28.4397039),"[('Sector 11', (28.4522331, 77.0267159)), ('Sector 31', (28.4540044, 77.0497179)), ('Sector 32', (28.4458035, 77.0413169)), ('Sector 33', (28.4384785, 77.0251655)), ('Sector 39', (28.4423675, 77.0504724)), ('Sector 40', (28.4500427, 77.0577093)), ('Sector 46', (28.4359133, 77.0584045)), ('Sector 47', (28.4251572, 77.0475128))]"
856,fast_food,The food street,POINT (77.0402158 28.4396605),"[('Sector 11', (28.4522331, 77.0267159)), ('Sector 31', (28.4540044, 77.0497179)), ('Sector 32', (28.4458035, 77.0413169)), ('Sector 33', (28.4384785, 77.0251655)), ('Sector 39', (28.4423675, 77.0504724)), ('Sector 40', (28.4500427, 77.0577093)), ('Sector 46', (28.4359133, 77.0584045)), ('Sector 47', (28.4251572, 77.0475128))]"
857,fuel,Bharat Petroleum,POINT (77.0006292 28.4423897),"[('Sector 10A', (28.4445813, 77.0060231)), ('Sector 33', (28.4384785, 77.0251655)), ('Sector 37B', (28.4333189, 76.9813419)), ('Sector 37C', (28.4489095, 76.9880502))]"
858,fuel,Bharat Petroleum,POINT (77.0478143 28.4324434),"[('Sector 31', (28.4540044, 77.0497179)), ('Sector 32', (28.4458035, 77.0413169)), ('Sector 33', (28.4384785, 77.0251655)), ('Sector 39', (28.4423675, 77.0504724)), ('Sector 40', (28.4500427, 77.0577093)), ('Sector 45', (28.4449004, 77.0663545)), ('Sector 46', (28.4359133, 77.0584045)), ('Sector 47', (28.4251572, 77.0475128)), ('Sector 49', (28.4128851, 77.0498362)), ('Sector 50', (28.4166536, 77.0611745)), ('Sector 51', (28.4287011, 77.0666877))]"
859,fuel,Hindustan Petroleum,POINT (77.0335669 28.4276658),"[('Sector 32', (28.4458035, 77.0413169)), ('Sector 33', (28.4384785, 77.0251655)), ('Sector 39', (28.4423675, 77.0504724)), ('Sector 47', (28.4251572, 77.0475128)), ('Sector 48', (28.4104903, 77.0394627)), ('Sector 49', (28.4128851, 77.0498362)), ('Sector 72', (28.4159257, 77.0290772)), ('Sector 72A', (28.4233234, 77.0187775))]"
860,hospital,,POINT (77.0952619 28.4828162),"[('Sector 25', (28.4860888, 77.084224)), ('Sector 27', (28.4646566, 77.0839505)), ('Sector 28', (28.4741302, 77.0825722))]"
861,hospital,Verizon Hospital,POINT (77.0705 28.4399865),"[('Sector 39', (28.4423675, 77.0504724)), ('Sector 40', (28.4500427, 77.0577093)), ('Sector 41', (28.4569188, 77.0646046)), ('Sector 43', (28.4548735, 77.0858864)), ('Sector 45', (28.4449004, 77.0663545)), ('Sector 46', (28.4359133, 77.0584045)), ('Sector 51', (28.4287011, 77.0666877)), ('Sector 52', (28.4368166, 77.0795276)), ('Sector 57', (28.4232478, 77.0804487))]"
862,restaurant,Anand ki kadai,POINT (77.0683336 28.4249957),"[('Sector 45', (28.4449004, 77.0663545)), ('Sector 46', (28.4359133, 77.0584045)), ('Sector 47', (28.4251572, 77.0475128)), ('Sector 49', (28.4128851, 77.0498362)), ('Sector 50', (28.4166536, 77.0611745)), ('Sector 51', (28.4287011, 77.0666877)), ('Sector 52', (28.4368166, 77.0795276)), ('Sector 57', (28.4232478, 77.0804487)), ('Sector 62', (28.407697, 77.0823781)), ('Sector 65', (28.4030162, 77.0695893))]"
863,restaurant,Dadi Key Rasoi,POINT (77.0683338 28.425067),"[('Sector 45', (28.4449004, 77.0663545)), ('Sector 46', (28.4359133, 77.0584045)), ('Sector 47', (28.4251572, 77.0475128)), ('Sector 49', (28.4128851, 77.0498362)), ('Sector 50', (28.4166536, 77.0611745)), ('Sector 51', (28.4287011, 77.0666877)), ('Sector 52', (28.4368166, 77.0795276)), ('Sector 57', (28.4232478, 77.0804487)), ('Sector 62', (28.407697, 77.0823781)), ('Sector 65', (28.4030162, 77.0695893))]"
864,restaurant,KARIBEVU,POINT (77.0682878 28.4255751),"[('Sector 45', (28.4449004, 77.0663545)), ('Sector 46', (28.4359133, 77.0584045)), ('Sector 47', (28.4251572, 77.0475128)), ('Sector 49', (28.4128851, 77.0498362)), ('Sector 50', (28.4166536, 77.0611745)), ('Sector 51', (28.4287011, 77.0666877)), ('Sector 52', (28.4368166, 77.0795276)), ('Sector 57', (28.4232478, 77.0804487)), ('Sector 62', (28.407697, 77.0823781))]"
865,restaurant,PizZoMore,POINT (77.0682426 28.4243243),"[('Sector 45', (28.4449004, 77.0663545)), ('Sector 46', (28.4359133, 77.0584045)), ('Sector 47', (28.4251572, 77.0475128)), ('Sector 49', (28.4128851, 77.0498362)), ('Sector 50', (28.4166536, 77.0611745)), ('Sector 51', (28.4287011, 77.0666877)), ('Sector 52', (28.4368166, 77.0795276)), ('Sector 57', (28.4232478, 77.0804487)), ('Sector 62', (28.407697, 77.0823781)), ('Sector 65', (28.4030162, 77.0695893))]"
866,pharmacy,Goodwill Pharmacy,POINT (77.0682854 28.4256035),"[('Sector 45', (28.4449004, 77.0663545)), ('Sector 46', (28.4359133, 77.0584045)), ('Sector 47', (28.4251572, 77.0475128)), ('Sector 49', (28.4128851, 77.0498362)), ('Sector 50', (28.4166536, 77.0611745)), ('Sector 51', (28.4287011, 77.0666877)), ('Sector 52', (28.4368166, 77.0795276)), ('Sector 57', (28.4232478, 77.0804487)), ('Sector 62', (28.407697, 77.0823781))]"
867,pharmacy,Apollo Pharmacy,POINT (77.0681406 28.4250074),"[('Sector 45', (28.4449004, 77.0663545)), ('Sector 46', (28.4359133, 77.0584045)), ('Sector 47', (28.4251572, 77.0475128)), ('Sector 49', (28.4128851, 77.0498362)), ('Sector 50', (28.4166536, 77.0611745)), ('Sector 51', (28.4287011, 77.0666877)), ('Sector 52', (28.4368166, 77.0795276)), ('Sector 57', (28.4232478, 77.0804487)), ('Sector 62', (28.407697, 77.0823781)), ('Sector 65', (28.4030162, 77.0695893))]"
868,restaurant,Panj Tara Dhabaa,POINT (77.0679922 28.4256185),"[('Sector 45', (28.4449004, 77.0663545)), ('Sector 46', (28.4359133, 77.0584045)), ('Sector 47', (28.4251572, 77.0475128)), ('Sector 49', (28.4128851, 77.0498362)), ('Sector 50', (28.4166536, 77.0611745)), ('Sector 51', (28.4287011, 77.0666877)), ('Sector 52', (28.4368166, 77.0795276)), ('Sector 57', (28.4232478, 77.0804487)), ('Sector 62', (28.407697, 77.0823781))]"
869,restaurant,Garari,POINT (77.0679807 28.4249746),"[('Sector 45', (28.4449004, 77.0663545)), ('Sector 46', (28.4359133, 77.0584045)), ('Sector 47', (28.4251572, 77.0475128)), ('Sector 49', (28.4128851, 77.0498362)), ('Sector 50', (28.4166536, 77.0611745)), ('Sector 51', (28.4287011, 77.0666877)), ('Sector 52', (28.4368166, 77.0795276)), ('Sector 57', (28.4232478, 77.0804487)), ('Sector 62', (28.407697, 77.0823781)), ('Sector 65', (28.4030162, 77.0695893))]"
870,clinic,,POINT (77.0635339 28.4326212),"[('Sector 39', (28.4423675, 77.0504724)), ('Sector 40', (28.4500427, 77.0577093)), ('Sector 45', (28.4449004, 77.0663545)), ('Sector 46', (28.4359133, 77.0584045)), ('Sector 47', (28.4251572, 77.0475128)), ('Sector 50', (28.4166536, 77.0611745)), ('Sector 51', (28.4287011, 77.0666877)), ('Sector 52', (28.4368166, 77.0795276)), ('Sector 57', (28.4232478, 77.0804487))]"
871,fuel,Indian Oil,POINT (77.0665107 28.408806),"[('Sector 49', (28.4128851, 77.0498362)), ('Sector 50', (28.4166536, 77.0611745)), ('Sector 51', (28.4287011, 77.0666877)), ('Sector 57', (28.4232478, 77.0804487)), ('Sector 62', (28.407697, 77.0823781)), ('Sector 63', (28.3964476, 77.086498)), ('Sector 65', (28.4030162, 77.0695893)), ('Sector 66', (28.3974292, 77.0538823))]"
872,restaurant,Shri Ram Dhaba,POINT (77.0416411 28.4115593),"[('Sector 47', (28.4251572, 77.0475128)), ('Sector 48', (28.4104903, 77.0394627)), ('Sector 49', (28.4128851, 77.0498362)), ('Sector 50', (28.4166536, 77.0611745)), ('Sector 66', (28.3974292, 77.0538823)), ('Sector 69', (28.3960701, 77.0372311)), ('Sector 71', (28.4064564, 77.0233125)), ('Sector 72', (28.4159257, 77.0290772))]"
873,fuel,Rama Petrol Pump,POINT (77.0008064 28.4028058),"[('Sector 35', (28.4145669, 77.0018689)), ('Sector 36', (28.419334, 76.9889256)), ('Sector 70', (28.3947261, 77.0223138)), ('Sector 71', (28.4064564, 77.0233125)), ('Sector 74', (28.4112763, 77.010669)), ('Sector 76', (28.3910112, 76.9900243))]"
874,bench,,POINT (77.1120889 28.4841325),[]
875,waste_basket,,POINT (77.1161689 28.484188),[]
876,bench,,POINT (77.1124973 28.4827584),[]
877,waste_basket,,POINT (77.1138456 28.4867627),[]
878,waste_basket,,POINT (77.1163637 28.4868125),[]
